warehouse,ItemCode,Description,Assortment,ItemGroup,ItemUnit,Stock,QtyToBeDelivered,CHK
TRAN,107016,SODIUM PERBORATE (URAM),1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107060-01,Claytone 40,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,202020-01,Sigma Zinc Rich 109 ME 90% 8ltrs Packing(Part B 1.6ltrs),9-Jan-00,Trading Materials,Ltr, -   , -   ,-
TRAN,301039,METAL PAIL 18 LTR PRINTED CAPCOAT-E,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301123,PG-10 METAL PAIL 1/2 LTR-PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,411003-BLK,CAPLAST SUPER-R SPECIAL BULK,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
TRAN,411017-P20,CAPLAST SUPER FLOW-R 20 LTR PAIL,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,412001-P05,Capbond PVA Pail 5,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,413001-PRJ,RELEASOFORM-PROJECTS BULK,2-Jan-00,Chemical Admixture Products,LT, -   , -   ,-
TRAN,413002-P20,Curacoat-R Pail 20 LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,422004-01-P14L,PRIME-GUARD PAIL-14 LT,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
TRAN,440017-P05,CAP POLYPATCH - B; 5KG Pail,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440101-B20,COLTURA HYDRO MORTAR PART A 20KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440109-B20,STAMPCRETE COLOR HARDNER - GREY 20KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440113-B20,STAMPCRETE HARDNER - WHITE 20KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,450005-P20,CAP-ETCH PAIL 20,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,450011-BLK,SAND PACKED,10-Jan-00,Others & Repacking,kg, -   , -   ,-
TRAN,450022-05,CAPOXY CTG-10 (5 KG) (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,450044-250,AC-500 WHITE S101-250,7-Jan-00,Sealant Products,EA, -   , -   ,-
TRAN,450085-P20,CAPOXY FLOOR 500 (RAL-6024 GREEN)-20LT (A+B),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,450089-P20,Capoxy floor SL ( Spl -006) 20 LTR (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,470003-P04,PG-10 POURING GRADE (PG) GRAY 4LT SET,7-Jan-00,Sealant Products,EA, -   , -   ,-
TRAN,470010-P19W,CAPPROOF (WHITE) P19 KG,7-Jan-00,Sealant Products,EA, -   , -   ,-
TRAN,601162,AQUAFIN - IC,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,106005-16,HARDNER G-5022X70,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106006-27,Ancamine K54,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106006,ARALDITE GZ 7071-X-75,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106008,ARALDITE GY 6010,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106010,BARYTE,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107005,CHLORINATED PARAFFINKG WAX-58%,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107025,Calcium Carbonate 32mc,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107028-01,SAPCOSPERSE 540AM,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107067-01,Kondicryl SV 719X,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,201000,FOAMING AGENT BULK,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,201022,ACRYLIC SEALANT (CAP MASTIC),1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,202022,Kut GP Grout,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,301001,OPEN BARREL,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301002,CLOSED BARRELS,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301006-03,"PLASTIC PAIL 20 LTR -BLUE COLOR PRINTED ""CAPBOND SBR""",13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301009,"TAB SEAL 2""",13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301114-02,"PLASTIC PAIL PRINTED 5 Ltr MILKY ""BEST BOND""",13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,411001-205,Caplast-R Drum 205 LT,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,411010-POW-B15,CAPLAST SUPER - R  Powder - 15 KG Bag,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,411013-P20,CAPLAST SUPER FLOW 20LT Pail,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,411015-205,CAPLAST AWA DRUM 205LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,414001-200,CAPSOIL CLEAR DRUM-200,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,421004-P15L,Capcoat Pail 15 LT,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
TRAN,422001-200,CAP PRIME-200,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
TRAN,422001-ASP-P15,KUT BITUPRIMER - 15KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
TRAN,422004-01-P18,PRIME-GUARD PAIL-18 KG,3-Jan-00,Emulsified Bitumen Products,EA, -   , -   ,-
TRAN,430036,TURBAL TP-160-4MM (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
TRAN,440003-B10,CAPTILE GROUT GRAY S-103 10KG BAG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440004-B10,CAPTILE GROUT IVORY Y-101 10KG BAG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440016-B20,CAP POLYPATCH -  20 KG Bag,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440016-B25,CAP POLYPATCH - A;  25KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440031-B10,CAPTILE GROUT PINK R-101 (10 KG BAG),4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440073-B20,WHITE BLOCK MORTAR-P20,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440097-B20,STAMPCRETE COLOR HARDNER- BEIGE,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440102-B3.2,COLTURA HYDRO MORTAR PART B 3.2KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,440127-B15,STAMPCRETE COLOUR RELEASER  - DARK BEIGE 15KG,4-Jan-00,Cementitious Products,EA, -   , -   ,-
TRAN,450029,CAPOXY GROUT (A+B+C) 30KG PACK,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,450033-15,CAPOXY FLOOR-500 (RAL-7001)-(A+B) 15LTR KIT,12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,450037-04,CAPOXY MORTAR H.B (A+B+C),12-Jan-00,Epoxy Materials,EA, -   , -   ,-
TRAN,470001-GL1,PG-10 GUN GRADE (GG) GRAY 1 GL,7-Jan-00,Sealant Products,EA, -   , -   ,-
TRAN,470001-P04,PG-10 GUN GRADE (GG) GRAY 4LT SET,7-Jan-00,Sealant Products,EA, 89.00 , -   ,470001-P04
TRAN,601176,INSUJET J1 ( 2.5MM ),9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,601192,PU-10 WHITE,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,820018,ACI POLYOL BLO/SPC,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,700018,VOLTAGE MONITORING RELAY,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700038,PACKING RING (2 PER SET),14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700060,OIL FIRING DEVICE -LAL 1.25,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700082,BEARING SEALS 120x140x13,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700089,SPACER-RING,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700102,HEX SCREW WN -M8 x 30,19-Jan-00,Spare Parts for Emulsion Bitumen Plant,EA, -   , -   ,-
PROD,700166,R.H.RING,18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700265,SKF  ball bearing 16011 (Disco drive  admixture),18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700266,SKF  ball bearing 6306(Disco drive  admixture),18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700304,I.V.R valve,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700321,"Gasket, pg-10 mixer",21-Jan-00,Spare Parts for Sealant Plant,EA, -   , -   ,-
PROD,700366,"AEG  motor ,AM 905AA4, 400V,1.1KW,1.5HP 1680RPM",14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700394,Tube light holder 4',14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700403,"Braker   100 A ,  Bill",14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700504,Chopper motor sleeve,17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,700511,Guide Pin   Big,17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,800021,POLYOL SAHROL  DPU 40/AH (W/BA),15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800030,AUX-RELEASE AGENT,15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800062,CAT-JD*PMDETA / AM-1,8-Jan-00,Sandwich Panel Products,kg, -   , -   ,-
PROD,800070,SILICONE AK-8806,8-Jan-00,Sandwich Panel Products,kg, -   , -   ,-
PROD,810005-003,ACI POLYOL PAN - 40 / FAT-DP,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810005-01,ACI POLYOL PAN - 40 / SAH,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810028,ACI-POLYOL SPR-60,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810039,ACI POLYOL PAN-40/EEC,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810043,ACI POLYOL PAN-35,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
TRAN,601179,INSUBLOCK 400,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,601195,BACK UP ROD 25mm  100meters/Roll,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,601523,SNF POWDER,9-Jan-00,Trading Materials,kg, -   , -   ,-
PROD,540019,CAPHYDROSEAL PART A,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,540029,CAPLEVEL TOP,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,540048,CAPTILE GROUT PISTACHIO GREEN G-101,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,540069,CAP MICROCRETE,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,550032,CAPOXY MORTAR TA,12-Jan-00,Epoxy Materials,kg, -   , -   ,-
PROD,570001,PG-10 GUN GRADE (GG) GRAY,7-Jan-00,Sealant Products,GL, -   , -   ,-
PROD,60053-ABIR,"BRUSH CUP  4""",27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,60054-ABIR,LEVELLING THREAD,27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,601018,CRETEX BAG,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601066,MEGA ACRY PATCH COMP PAIL,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601073,FILLER GYPS BR ABIR PAIL,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601098,CCC-150 BAG,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601103,ABIR SUPER BOND,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601118,ISOPROPANOL-(UCR),9-Jan-00,Trading Materials,kg, -   , -   ,-
PROD,601133,LEYCO POX-121 / 7001,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601161,CAPSTICK,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601184,QUICK DRY LIGHT BLUE H016,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601196-01,"PAINT BRUSH 1""",9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601202,WIRE MESH (SHABAK),9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601523,SNF POWDER,9-Jan-00,Trading Materials,kg," 1,029.88 ", 4.05 ,601523
PROD,700065,TERMO COUPLE 6 x 190mm,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700179,RETAINING SCREW -24103,18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700256,PACKING RING -GRAPHITE,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700273,NTN  ballbearing   6202,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700279,O- ring,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700294,Rubber gasket,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700329,O-ring,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700343,Ball bearing    1319,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700359,"Lafert Motor  ST 132  S type  3kw, 0.7cos4 ,1150Rpm",14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700376,Fire fighting pump motor,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700379,Gate valve  2'',14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700382,Gate valve 6'',14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700396,Mercury lamp 160 w,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700399,Copper sheet gasket 6'' wide,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700509,Bearing  sleeve,17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,700534,"Seal,   size 115x 140x12",17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,701003,TIRE 6.05.10 SOLID,23-Jan-00,Spare Parts for Vehicles,EA, -   , -   ,-
PROD,800027,POLYOL RAYPOL  4020,15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800042,POLYOL POLYESTER,15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800077,COIL RAL 9002 / Ch-1,15-Jan-00,Raw Materials PU,LM, -   , -   ,-
PROD,810001,ACI-MDI-5,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810033,ACI POLYOL PAN-40 / MAA,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820005-001,ACI POLYOL PAN-40/ SAH,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820005-004,ACI POLYOL PAN-40/FAT-CPL,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820013,ACI AC 500/WHITE,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820020,ACI MDI-5/DES,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820035,ACI POLYOL SHU ? 45FRD,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
TRAN,101003-01,Tri Isobutyl Phosphate (TIBP),1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,101028-01,PNS-01,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102003-02,BYK 1690 SD,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102003,DEFOAMER BYK-034,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102010,BENTONITE,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102012-02,BONDEX J-400,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,10223-02,AEROSIL 200,27-Jan-00,ABIR Stock,kg, -   , -   ,-
TRAN,104003-01,BAYFERROX RED 222,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,104022-01,MICRO SILICA(CHINESE ORIGIN),1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,104031,CEMENT WHITE,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,104068,TC-33 DISAZO YELLOW,1-Jan-00,Raw Materials,LT, -   , -   ,-
TRAN,104086,Silica Sand 0.1 - 0.5,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106005-04,HARDNER KH-240,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,106006-25,HARDENER -KH-500-F,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107007,THIOKOL LIQUID POLY SULPHIDE LP-32,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107064,Antiterra U,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107066-01,SODIUM LIGNO SULPHONATE,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,107074,PERKCIT,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,202018,SBS MODIFIED BITUMINOUS MEMBRANE 10mtr ROLL,9-Jan-00,Trading Materials,EA, -   , -   ,-
TRAN,301030,POLYTHENE BAG-CPTILE GROUT-10KG BAG,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301112,METAL PAIL  -PLAIN  1/2 LTR,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301114-01,PLASTIC PAIL 5 Ltr MILKY COLOR PLAIN,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,301139,IBC BULK CONTAINERS (1000 LT),13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,412001-P05A,BEST BOND 5KG PAIL,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,413003-P20,Curacoat-P Pail 20 LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
TRAN,413005-P20,Caphardtop LS Pail 20 LTR,2-Jan-00,Chemical Admixture Products,EA, -   , -   ,-
PROD,450107-BLK,AC-500 (Beige 1001)-BLK,7-Jan-00,Sealant Products,kg, -   , -   ,-
PROD,470020-BLK,PG-10  SPL 077-BLK,7-Jan-00,Sealant Products,GL, -   , -   ,-
PROD,470021-P04,PG-10  GG SPL 078-4LT,7-Jan-00,Sealant Products,EA, -   , -   ,-
PROD,470028-P01,CAP URETHANE CLEAR (PART-A+B) 1LT SET,7-Jan-00,Sealant Products,EA, -   , -   ,-
PROD,521012,CAP SUPER GRIP,3-Jan-00,Emulsified Bitumen Products,kg, -   , -   ,-
PROD,530008,TURBAL-4PS/TR230HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
PROD,530014,TURBAL-4PP/CH250HDPE,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
PROD,530034,TURBAL APP 2MM-33/120,5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
PROD,530036,TURBAL TP-160-4MM (1X10 Mtr Roll),5-Jan-00,Sheet Membrane-Turbal Products,EA, -   , -   ,-
PROD,540033,CAPTILE GROUT PEARL GRAY S-102,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,540042,CAPGROUT ADMIX,4-Jan-00,Cementitious Products,kg, -   , -   ,-
PROD,550019,CAPTILE ACRYLIC,10-Jan-00,Others & Repacking,kg, -   , -   ,-
PROD,550020,CAP FLOOR PU,10-Jan-00,Others & Repacking,LT, -   , -   ,-
PROD,550021,CAPOXY FLOOR  SL (RAL-7047),12-Jan-00,Epoxy Materials,LT, -   , -   ,-
PROD,550038,CAPOXY GEL (WHITE),12-Jan-00,Epoxy Materials,kg, -   , -   ,-
PROD,5504S205C-ABIR,Rang Enamel Gloss White 20-DRM,27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,5504W201C-ABIR,Rang Int Matt Emul White 27K-DRM,27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,570004,PG-10 15E PRIMER,7-Jan-00,Sealant Products,LT, -   , -   ,-
PROD,60001-ABIR,"YELLOW ROLLER GLOSS 9""",27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,60024-ABIR,MARBLE PUTTY BEIGE,27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,60061-ABIR,ROLLER STICK GERMAN 2 MT,27-Jan-00,ABIR Stock,EA, -   , -   ,-
PROD,601012,CORK BOARD -BITUBOND,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601020,PSI 501GG COMP UR  PSI-501 GG,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601026,DYNATROL-2,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601032,PECORA COLOR PACK  OFF WHITE,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601061,PLASTIC ROLLS 150MM,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601070,READY MIX PUTTY ABIR GALLON,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601084,RED OXIDE ABIR,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601092,PG - 10 NO 138,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601112,RANG 2PK POLYURETHANE -L. GREY,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601160-04,CAPOXY PUTTY,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601160-07,CAPOXY FLOOR-500,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601160-12,POLY GROUT -E  ( 5 LTRS),9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601166,3M BASE COAT (GL) -5893,9-Jan-00,Trading Materials,GL, -   , -   ,-
PROD,601167,DUBOARD 3MM (1M X 2M),9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601189,QUICK DRY K52 LIGHT GREEN,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601196-06,"PAINT BRUSH 4""",9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601199-02,WIPER+STICK - KHESHEN,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601208,PIGMENT PJ 130 (MADE IN UK) (RED OXIDE 130),9-Jan-00,Trading Materials,kg, -   , -   ,-
PROD,601509,PM2/02 HC Tack Coat,9-Jan-00,Trading Materials,kg, -   , -   ,-
PROD,700026,RELAY C16 DANFOSS,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700057,SURFACE MOUNTING TWIN THERMOSTAR,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700073,O-RING VITON,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700113,ROTOR  II WN,19-Jan-00,Spare Parts for Emulsion Bitumen Plant,EA, -   , -   ,-
PROD,700125,STATOR SUPPORT POST-2,19-Jan-00,Spare Parts for Emulsion Bitumen Plant,EA, -   , -   ,-
PROD,700128,SEALING KIT -063 SERIES 40,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700183,OUTPUT INNER KEY,18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700239,FITTING KEY SPEC.,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700268,"SNR  Ball bearing 7209  B      ,,                    ,,",18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
PROD,700270,FAG ball bearing 3210B,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700309,Stud  with nut,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700340,Electrode connector                       ''     '',14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700351,Ball bearing FAG 6205,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700369,Centrifugal pump,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700388,Exit light,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700391,Tube light  4',14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700519,Base for pneumatic  cyclinders,17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,700525,Reducer,17-Jan-00,Spare Parts for Cementitious Plant,EA, -   , -   ,-
PROD,800009,CAT-DBTDL,15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800034,AUX-CAPCOAT,15-Jan-00,Raw Materials PU,kg, -   , -   ,-
PROD,800048,POLYOL JB-380,8-Jan-00,Sandwich Panel Products,kg, -   , -   ,-
PROD,800056,FR-TCPP,8-Jan-00,Sandwich Panel Products,kg, -   , -   ,-
PROD,810005-007,ACI-POLYOL PAN-40/ICON,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810006,ACI-OXITOL,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810014,ACI POLYOL POU-40,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,810030,ACI MDI-5 / NIP,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820010,ACI  RELEASE AGENT,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROD,820044,ACI POLYOL INJ / FLASK -LD,6-Jan-00,Polyurethane Products,kg, -   , -   ,-
PROJ,301116,METAL PAIL-18 LTR PRINTED,13-Jan-00,Packing Materials,EA, -   , -   ,-
TRAN,101007,SODIUM NITRATE,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,101010-03,DUOMEEN T,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,101015-01,Preventol D-15,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102001-01,EMULSIFIER TAGO EDIBIT EK-50,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102011-01,ALUMINUM PASTE MT-7520,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102012-05,BONDEX 5290,1-Jan-00,Raw Materials,kg, -   , -   ,-
TRAN,102021-08,SE 227,1-Jan-00,Raw Materials,kg, -   , -   ,-
PROD,601160-05,CAPOXY PRIMER - 10 LTR,9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601165,CORNER GUARD -CLM 100,9-Jan-00,Trading Materials,PC, -   , -   ,-
PROD,601174,INSUFELT F2 (1.1 MM),9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601196-07,"PAINT BRUSH 5""",9-Jan-00,Trading Materials,EA, -   , -   ,-
PROD,601506,PmB 0308 Polyol,9-Jan-00,Trading Materials,kg, -   , -   ,-
PROD,700028,"IGNITION ELECTRODE IEC 6.6""",14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700061,PHOTOCELL QRB-3,14-Jan-00,Common Spare Parts,EA, -   , -   ,-
PROD,700085,COVER FOR BEARING (DRIVE SIDE),20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700086,SPACER-RING,20-Jan-00,Spare Parts for Turbal Plant,EA, -   , -   ,-
PROD,700103,HEX NUT WN -M8,19-Jan-00,Spare Parts for Emulsion Bitumen Plant,EA, -   , -   ,-
PROD,700117,STATOR  II  WN,19-Jan-00,Spare Parts for Emulsion Bitumen Plant,EA, -   , -   ,-
PROD,700164,L.H. RING,18-Jan-00,Spare Parts for Admixture Plant,EA, -   , -   ,-
